S.No,District,Taluka,Location,pH,EC,TDS,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,NO3,SO4,F,Alk,Fe
226,Junagadh,KESHOD,Kewarda,8.28,1960,1313,290,88,17,311,4,0,146,496,29,109,0.48,120,0
227,Junagadh,MALIA,Khambalia1,7.85,5026,3367,1100,260,108,610,20,0,73,1347,12,414,0.38,60,0
228,Junagadh,VANTHALI,Khokharda,8.16,1677,1124,510,88,70,141,1.1,0,134,319,60,194,0.3,110,0
229,Junagadh,MANGROL,Khorada1,8.04,2698,1808,700,180,60,297,31,0,439,567,6,163,0.48,360,0
230,Junagadh,VANTHALI,Khoras ahir,8.45,1235,827,300,32,53,160,1.2,72,171,149,11,157,1,260,0
231,Junagadh,KODINAR,Kodinar1,8.19,2629,1761,580,56,107,340,0.7,0,268,682,34,92,0.75,220,0
232,Junagadh,MALIA,Kukaswada,7.56,7866,5270,2350,740,120,700,2.4,0,61,2481,28,244,0.35,50,0.039
233,Junagadh,MANGROL,Manketara,7.78,1700,1139,430,100,43,174,3,0,122,305,47,223,0.76,100,0
234,Junagadh,MENDARDA,Mendarda1,8.13,1035,693,190,44,19,128,0.2,0,134,163,35,92,0.4,110,0.029
235,Junagadh,VERAVAL,Moraj,7.76,726,486,220,64,15,69,0.2,0,153,135,14,36,0.94,125,0
236,Junagadh,BHESAN,Patla,8.46,557,373,200,32,29,43,0.6,48,73,43,8,81,0.45,140,0
237,Junagadh,Kodinar,Prasli,8.02,844,565,180,28,5,119,8.2,0,281,121,17,18,1.1,230,0.055
238,Junagadh,VISAVADAR,Prempara,8.01,1039,696,420,84,51,46,0.7,0,292,128,85,28,0.21,239,0.27
239,Junagadh,UNA,Sametar,8.27,466,312,180,20,32,41,3.3,0,183,50,8,39,0.04,150,0.043
240,Junagadh,VANTHALI,Saradiya,8.2,1186,795,270,44,38,173,0.6,0,220,227,18,120,0.76,180,0
241,Junagadh,MANGROL,Seriakhan,8.16,970,650,210,40,26,118,7.3,0,171,142,19,102,0.77,140,0
242,Junagadh,MANGROL,Shardagram,7.57,12080,8094,2350,400,324,1700,11,0,122,3510,18,879,0.45,100,0.028
243,Junagadh,MANGROL,Sil,8.13,596,399,220,40,29,41,1.6,0,134,57,22,94,1,110,0
244,Junagadh,TALALA,Talala1,7.82,793,531,290,40,46,67,1.5,0,305,92,19,37,0.2,250,0
245,Junagadh,UNA,Una2,8.28,2564,1718,380,40,68,407,4.9,0,586,426,40,135,1.2,480,0.349
246,Junagadh,Visawada,Jetalwad,7.86,830,556,330,40,56,42,0.2,0,244,99,80,15,0.08,200,0
247,Kachchh,MANDVI,Bambhdai,7.94,4511,3022,800,160,98,600,4.5,0,464,1136,6,89,1.45,380,0.203
248,Kachchh,MUNDRA,Bhadreshwar,7.92,2440,1635,740,164,81,216,10.9,0,439,568,8,30,0.35,360,0.239
249,Kachchh,BHUJ,Bhuj1,7.99,1085,727,290,80,22,107,13,0,293,92,18,130,0.6,240,0.358
250,Kachchh,NAKHATRANA,Chandranagar,8.24,3130,2097,1100,220,134,290,36.2,0,671,638,23,238,1.05,550,0.437
251,Kachchh,RAPAR,Deshalpur rapar,8.24,2217,1485,480,88,56,265,25.7,0,317,433,22,153,0.25,260,0.747
252,Kachchh,NAKHATRANA,Devisar,8.1,3023,2025,900,200,97,277,56.8,0,427,674,39,148,1.4,350,0.368
253,Kachchh,MANDVI,Dunai,7.91,1150,771,360,80,39,150,2.1,0,525,149,10,30,1.3,430,0.281
254,Kachchh,GANDHIDHAM,Gandhidham1,7.51,1125,754,380,92,37,105,22.7,0,384,142,70,30,1.2,315,0.75
255,Kachchh,BHUJ,Haboi,8.21,1418,950,330,60,44,160,12.1,0,281,220,18,111,1.1,230,0.089
256,Kachchh,MUNDRA,Karagoga,8.35,7892,5288,450,80,61,1873,6.2,72,2855,1420,27,2,3.5,2460,0.271
257,Kachchh,ABDASA,Kharai_1,7.68,3019,2023,1050,340,49,293,14.5,0,366,675,4,402,0.2,300,0.2
258,Kachchh,BHACHAU,Kharoi,7.91,1484,994,510,88,71,110,8.3,0,329,241,12,119,0.4,270,0.357
259,Kachchh,BHUJ,Khavada,7.91,4743,3178,1300,240,170,560,16.1,0,281,1170,21,574,0.4,230,0.416
260,Kachchh,NAKHATRANA,Kotada,8.14,2740,1836,750,200,61,326,7.8,0,305,638,8,277,0.9,250,0.25
261,Kachchh,MANDVI,Kotadi,8.26,2653,1778,260,28,46,480,5,0,756,447,41,1,4.25,620,0.587
262,Kachchh,ABDASA,Kotaya,8.15,1608,1077,250,40,37,256,1.6,0,476,256,13,28,4.25,390,0.168
263,Kachchh,ABDASA,Kothara,7.85,3410,2285,600,160,49,426,25.4,0,561,639,17,132,0.9,460,0.711
264,Kachchh,RAPAR,Kuda,7.94,2156,1445,550,136,51,290,30,0,854,255,49,70,1.25,700,2.241
265,Kachchh,LAKHPAT,Lakhpat1,7.74,1436,962,480,112,49,145,13.6,0,476,220,10,77,0.8,390,0.181
266,Kachchh,RAPAR,Lilpur,8.1,7350,4925,2350,420,316,721,39.3,0,378,1667,130,1073,1.4,310,1.861
267,Kachchh,BHUJ,Lodai,7.99,4144,2776,1250,280,134,401,27.7,0,317,780,50,676,1.1,260,0.529
268,Kachchh,Mundra,Luni,7.98,2585,1732,350,80,37,410,10.1,0,354,589,12,95,0.5,290,0.119
269,Kachchh,LAKHPAT,Mata no madh,7.06,980,657,330,112,12,97,8.1,0,281,149,21,75,0.95,230,0.372
270,Kachchh,LAKHPAT,Moti cher,7.72,598,401,250,56,27,31,11.6,0,220,92,3,2,0.25,180,0.234
271,Kachchh,ABDASA,Naliya1,8.23,2337,1566,140,24,20,424,4,0,647,341,27,19,1,530,0.172
272,Kachchh,RAPAR,Rapar2,8.3,3153,2113,1150,260,122,297,39.3,0,244,638,50,616,0.95,200,0.338
273,Kachchh,BHACHAU,Ratanpur Khadir,8.2,4244,2843,1200,160,195,487,17.5,0,451,1028,16,388,1.25,370,1.032
274,Kachchh,BHACHAU,Samkhiari,7.77,3401,2279,750,120,110,510,14.3,0,662,852,48,49,3.5,543,0.103
275,Kachchh,BHUJ,Sedat,8.01,853,572,290,44,44,82,5.3,0,305,106,8,57,0.2,250,17.76
276,Kachchh,GANDHIDHAM,Shinaya,7.87,5231,3505,850,260,49,721,8.1,0,317,1420,3,119,0.95,260,0.122
277,Kachchh,BHUJ,Sukhpar,7.81,8365,5605,2800,420,29,860,6.5,0,256,2128,100,1282,1.35,210,2.412
278,Kachchh,ABDASA,Suthri,8.1,869,582,180,44,17,128,5.5,0,329,114,6,17,1.05,270,0.235
279,Kachchh,ABDASA,Tera,8.23,4271,2862,600,80,98,728,5.6,0,1171,710,47,145,7.25,960,2.157
280,Kachchh,NAKHATRANA,Ugardi,8.21,8727,5847,1600,280,219,1410,16.8,0,146,2376,18,1088,1.2,120,0.228
281,Kachchh,MUNDRA,Vadala,7.19,5041,3377,1100,200,146,620,22.8,0,769,1104,100,151,1.05,630,1.476
282,Kachchh,ABDASA,Vinjhan1,8.15,612,410,220,36,32,58,8.6,0,293,57,1,20,1.15,240,0.173
283,Kheda,MAHUDHA,Alina,7.87,2817,1887,750,160,84,338,7.5,0,512,567,140,134,1,420,0.177
284,Kheda,NADIAD,Alindra,8.29,843,565,300,48,43,63,0.8,0,439,35,8,17,0.96,360,0.043
285,Kheda,BALASINOR,Balasinor1,7.86,678,454,280,72,24,52,0.6,0,207,106,32,43,0.7,170,0.305
286,Kheda,VIRPUR,Bar,8.24,3540,2372,1250,240,156,180,190,0,1257,496,42,80,1,1030,0.258
287,Kheda,NADIAD,Boriyavi,8.03,1345,901,350,96,26,174,25,0,622,135,12,15,0.06,510,0.026
288,Kheda,THASRA,Dakor,8.09,2173,1456,410,76,53,329,14.8,0,1000,191,19,14,1.2,820,0.044
289,Kheda,BALASINOR,Juna vasadra,7.94,1355,908,590,148,53,54,2.5,0,549,149,46,5,0.67,450,0.138
290,Kheda,THASRA,Kalesar,8.73,1390,931,325,36,55,189,0.8,0,720,71,13,29,1.32,590,0.371
291,Kheda,KHEDA,Kheda,7.52,6328,4240,1850,380,216,635,38,0,1244,1418,70,121,1,1020,0.073
292,Kheda,KATHLAL,Ladvel,8.04,1988,1332,430,76,58,260,8.7,0,659,298,20,10,0.95,540,0.564
293,Kheda,MAHUDHA,Mahudha,7.98,2280,1528,460,64,72,320,31,0,830,305,36,8,1,680,0.168
294,Kheda,Tharsa,Muliyad,7.32,10980,7357,2800,40,432,1430,21,0,305,3545,6,564,0.8,250,0.301
295,Kheda,NADIAD,Nadiad2,8.17,1290,864,500,72,77,60,0.7,0,644,64,2,8,0.57,528,0.139
296,Kheda,MATAR,Shekhupura,8.87,3587,2403,500,120,48,492,260,144,598,603,11,270,0.15,730,0.011
297,Mahesana,BECHARAJI,Asjol,8.23,760,509,270,88,12,49,22.6,0,268,64,66,11,0.4,220,0.873
298,Mahesana,VISNAGAR,Bhandupara,7.42,2920,1956,300,44,46,430,20.2,0,366,497,9,207,0.85,300,0
299,Mahesana,BECHARAJI,Dharpura,8.45,2609,1748,360,56,53,401,44.7,54,610,227,22,285,1.25,590,0
300,Mahesana,UNJHA,Dosaj,7.75,4739,3175,550,160,36,568,92.7,0,268,884,87,221,0.55,220,0.055
301,Mahesana,KHERALU,Kheralu1,8.11,1486,996,310,36,53,214,0,0,464,163,19,135,2.5,380,0.444
302,Mahesana,MAHESANA,Maguna,8.12,5153,3453,1400,180,232,598,27.3,0,1000,91,31,1655,0.65,820,0
303,Mahesana,MAHESANA,Panchot,7.91,4288,2873,1400,120,268,295,76.2,0,378,817,8,535,0.35,310,0.013
304,Mahesana,KHERALU,Rampura1,8.12,873,585,190,32,26,123,2.1,0,378,50,7,65,0.9,310,0.234
305,Mahesana,UNJHA,Sihi,8.06,708,474,180,36,21,62,31.2,0,232,57,13,29,0.85,190,0
306,Mahesana,VISNAGAR,Tarabh,7.98,582,390,190,32,26,49,7.5,0,256,50,0,13,0.5,210,0
307,Mahesana,KHERALU,Unad1,8.28,1014,679,180,28,26,163,0.9,0,464,57,22,43,4,380,0.004
308,Mahesana,UNJHA,Unjha,8.11,3309,2217,850,100,146,270,55.1,0,451,533,144,179,1.1,370,0.068
309,Mahesana,KADI,Vidaj,8.5,2320,1554,250,53,29,415,105.3,84,342,355,28,193,0.3,420,0
310,Narmada,NANDOD,Garudeshwar,7.83,1200,804,450,48,79,76,3.2,0,549,85,51,1,0.68,450,0.059
311,Narmada,NANDOD,Hirapura,7.9,730,489,270,52,34,47,2,0,390,28,11,2,0.74,320,0
312,Narmada,Dediapada,Jankh,7.81,487,326,240,48,29,14,0.2,0,268,21,15,7,0.5,220,0.057
313,Narmada,DEDIAPADA,Kanbi pitha,7.87,680,456,380,80,43,27,4.1,0,456,28,11,15,0.35,374,0.021
314,Narmada,Dediapada,Khaidipada,7.84,618,414,260,60,26,38,1.4,0,342,35,8,5,0.34,280,0.724
315,Narmada,NANDOD,Khota amba,7.62,784,525,300,64,34,49,1.4,0,415,28,21,7,0.67,340,0
316,Narmada,TILAKWADA,Namaria,7.85,3188,2136,1250,140,216,190,1.9,0,671,603,175,103,1.15,550,0.074
317,Narmada,Dediapada,Ralda,8.04,440,295,210,32,31,14,0.2,0,244,21,2,7,0.68,200,0
318,Narmada,NANDOD,Rasela,8.01,1831,1227,610,188,34,181,38.4,0,476,347,124,16,0.44,390,0.069
319,Narmada,NANDOD,Ringani,8.02,467,313,240,52,26,14,1.6,0,244,28,4,25,0.46,200,0
320,Narmada,Sagbara,Salemba 1,7.69,857,574,380,72,48,34,1.1,0,378,78,19,16,0.34,310,0.035
321,Navsari,JALALPORE,Abrama,8.28,2554,1711,760,104,122,458,15.9,0,464,909,16,60,0.42,380,0.202
322,Navsari,VANSDA,Chandav,7.65,973,652,340,92,27,65,0.2,0,366,99,15,25,0.76,300,0.216
323,Navsari,JALALPORE,Chinam,8.28,2852,1911,320,40,54,364,318,0,939,440,20,100,0.15,770,0.34
324,Navsari,JALALPORE,Dandi,7.88,1626,1089,360,56,54,200,51.3,0,512,206,80,15,0.2,420,0.146
325,Navsari,GANDEVI,Duvada,8.26,945,633,300,48,44,101,1.4,0,488,50,13,34,0.9,400,0.172
326,Navsari,CHIKHLI,Kaliyari,7.67,907,608,370,64,54,44,0.3,0,342,99,41,10,0.2,280,0.054
327,Navsari,CHIKHLI,Khergam,7.96,757,507,220,72,10,73,0.9,0,329,64,14,5,0.23,270,0.43
328,Navsari,VANSDA,Moti Valzar,7.83,802,537,320,64,39,47,0.6,0,342,64,8,40,0.76,280,0.117
329,Navsari,NAVSARI,Navsari 1,7.65,5977,4005,1800,300,256,627,5.5,0,390,1740,6,338,0.42,320,0.382
330,Navsari,JALALPORE,Onjal,7.99,1501,1006,380,88,39,170,6,0,378,191,7,154,0.4,310,0.215
331,Navsari,CHIKHLI,Rankuva,7.97,425,285,130,36,10,40,0.6,0,107,21,12,85,0.3,88,0.347
332,Navsari,GANDEVI,Sari_khurd,8.56,1393,933,250,40,36,210,17,60,305,227,19,15,0.4,350,0.133
333,Navsari,JALALPORE,Ubhrat,8.05,772,517,200,56,15,93,17.5,0,342,57,19,22,0.65,280,1.491
334,Panchmahals,Jambughoda,Jambughoda,7.82,830,556,250,64,22,92,1.5,0,305,78,76,25,0.55,250,0
335,Panchmahals,GODHRA,Chhabanpur,7.91,985,660,330,80,31,76,1.3,0,403,78,54,8,0.75,330,0
336,Panchmahals,Kalol,Dhanol,8.15,2580,1729,200,60,12,523,2.4,0,964,319,56,38,2.56,790,0.155
337,Panchmahals,SANTRAMPUR,Gadhar,7.28,1104,740,440,120,34,56,3.5,0,427,99,36,38,0.84,350,0.019
338,Panchmahals,GODHRA,Godhra UR_1,7.44,1373,920,400,120,24,129,1.2,0,439,149,45,66,0.9,360,0.073
339,Panchmahals,GODHRA,Godhra UR_2,7.57,1051,704,390,112,26,53,1.6,0,390,50,41,75,1.3,320,0.144
340,Panchmahals,GODHRA,Godhra UR_3,7.84,279,187,160,40,14,11,1.7,0,146,21,2,30,0.4,120,0.116
341,Panchmahals,JAMBUGODHA,Javan,7.1,554,371,250,68,19,33,18.1,0,256,43,50,8,0.55,210,1.032
342,Panchmahals,LUNAWADA,Jokha,7.59,1253,840,430,116,34,102,10,0,622,78,15,15,1.2,510,0.004
343,Panchmahals,KALOL,Kalol UR_1,7.72,1504,1008,530,84,77,117,4.6,0,671,142,22,12,0.55,550,0.382
344,Panchmahals,LUNAWADA,Kantha,7.57,1063,712,330,96,34,113,1.5,0,488,99,12,21,0.9,400,0
345,Panchmahals,GODHRA,Khadeki,7.85,1842,1234,460,44,84,180,1.6,0,744,78,4,118,1.5,610,0.601
346,Panchmahals,KHANPUR,Khanpur,7.3,962,645,360,100,26,71,1.1,0,415,92,45,5,0.5,340,0
347,Panchmahals,LUNAWADA,Kothamba,7.94,2050,1374,650,140,72,185,3.1,0,586,347,62,23,0.86,480,0.3
348,Panchmahals,LUNAWADA,Limbadia peti,7.31,1050,704,380,68,50,73,1.6,0,537,57,8,8,1.05,440,0
349,Panchmahals,LUNAWADA,Lunawada,7.05,1254,840,430,132,24,87,16.2,0,427,149,54,11,0.55,350,0
350,Panchmahals,LUNAWADA,Malekpur1,7.4,800,536,320,68,36,60,3.2,0,439,50,13,6,0.75,360,0
351,Panchmahals,MORWA (HADAF),Natapur,7.65,800,536,300,20,60,61,2.3,0,378,50,34,19,1.66,310,0.058
352,Panchmahals,HALOL,Pavagadh,7.57,1004,673,490,132,38,38,1.9,0,488,99,21,13,0.37,400,0.168
353,Panchmahals,GHOGHAMBA,Ranipura,7.76,2134,1430,730,96,118,144,4.2,0,537,340,88,39,2.04,440,0
354,Panchmahals,SANTRAMPUR,Santrampur1,7.49,1142,765,380,108,26,90,1,0,500,92,10,23,0.75,410,0.124
355,Panchmahals,MORWA (HADAF),Santroad_1,7.85,814,545,280,60,31,70,2.6,0,378,64,32,3,0.9,310,0.559
356,Panchmahals,SHEHERA,Shehra,7.95,1823,1221,310,52,43,240,77,0,842,128,31,20,0.8,690,0
357,Panchmahals,MORWA (HADAF),Suliyat,7.59,1185,794,430,156,10,76,7.7,0,500,106,29,8,0.84,410,0.074
358,Panchmahals,GODHRA,Tuwa,7.87,769,515,260,72,19,71,12.4,0,366,71,6,6,0.55,300,0.017
359,Panchmahals,KALOL,Vejalpur,7.58,1753,1175,660,100,98,140,7.5,0,512,276,49,103,1.45,420,0.322
360,Patan,CHANASMA,Dharmoda1,8.21,946,634,230,56,22,157,31.9,0,512,71,8,41,0.55,420,0.303
361,Patan,CHANASMA,Dhinoj1,7.93,1427,956,300,60,36,210,43.5,0,476,213,7,53,0.45,390,1.047
362,Patan,SAMI,Moti chander,7.71,23380,15665,5700,80,900,3480,49.9,0,952,8652,50,79,0.85,780,4.736
363,Patan,PATAN,Patan2,8.08,2409,1614,330,92,24,450,39.7,0,1116,191,60,66,1.5,915,1.673
364,Patan,SANTALPUR,Piprala,8.26,6328,4240,1200,160,195,1040,2.4,0,905,1525,180,375,1.7,742,0.423
365,Patan,RADHANPUR,Radhanpur2,8.03,4141,2774,1050,220,122,565,68.6,0,1098,922,70,1,1.25,900,2.57
366,Patan,PATAN,Sander,8,543,364,190,48,17,50,11.6,0,281,21,7,30,0.55,230,0.434
367,Patan,PATAN,Shankhari,8.28,719,482,230,28,39,103,15.6,0,366,78,10,29,1.5,300,1.539
368,Porbandar,RANAVAV,Adityana,7.96,623,417,220,44,26,91,8.1,0,256,113,24,24,1,210,0.026
369,Porbandar,PORBANDAR,Adwana2,8.08,1991,1334,440,68,65,300,0.7,0,293,397,68,220,0.4,240,0.381
370,Porbandar,PORBANDAR,Babda,8.28,1703,1141,270,32,46,300,10,0,378,319,8,142,0.68,310,0.13
371,Porbandar,PORBANDAR,Bakharla,7.82,1594,1068,500,64,82,150,4.4,0,256,312,105,81,0.66,210,1.376
372,Porbandar,PORBANDAR,Balej,7.6,4862,3258,1900,300,276,346,33,0,110,1283,64,649,0.49,90,0
373,Porbandar,PORBANDAR,Bhavpura,7.6,7825,5243,2700,560,312,610,16,0,122,2694,56,29,0.7,100,0.037
374,Porbandar,KUTIYANA,Kadegi,7.91,10580,7089,2750,420,408,1200,30,0,207,3368,26,341,0.65,170,0.119
375,Porbandar,RANAVAV,Kandorna,8.04,3868,2592,1250,280,132,400,2.7,0,183,1028,50,440,1,150,0
376,Porbandar,PORBANDAR,Khambodar,8.12,1268,850,360,48,58,143,5.9,0,366,135,20,153,0.88,300,0
377,Porbandar,PORBANDAR,Kolikhada village-2,8.2,1889,1266,230,32,36,350,1.2,0,586,170,47,216,2,480,1.328
378,Porbandar,PORBANDAR,Kuchhadi,7.96,5430,3638,1350,140,240,680,70,0,268,1773,18,57,0.65,220,0.122
379,Porbandar,PORBANDAR,Miyani,8.29,3435,2301,1150,240,132,272,56,0,390,957,27,30,0.4,320,0
380,Porbandar,KUTIYANA,Mocha,7.74,2808,1881,1100,180,156,150,20,0,122,709,26,280,0.38,100,0
381,Porbandar,PORBANDAR,Navibandar,7.98,1440,965,250,48,33,220,28,0,281,312,37,21,0.3,230,0
382,Porbandar,PORBANDAR,Oddar,8.29,7960,5333,1700,180,300,1160,33,0,207,2482,25,463,1.4,170,0
383,Porbandar,PORBANDAR,Palkhada1,7.99,8560,5735,2100,560,168,1050,4,0,268,2801,70,99,0.54,220,0
384,Porbandar,PORBANDAR,Pata,8.03,1412,946,300,52,41,193,7.3,0,220,277,26,117,0.3,180,0.034
385,Porbandar,RANAVAV,Ranavav2,8.16,996,667,410,108,34,72,4.3,0,366,149,18,35,0.95,300,0
386,Porbandar,PORBANDAR,Ratadi,8.08,3619,2425,800,140,108,495,7.5,0,354,1028,37,81,1.1,290,0
387,Porbandar,PORBANDAR,Ratia,7.83,3170,2124,900,180,108,283,87,0,134,922,86,17,0.48,110,0
388,Porbandar,PORBANDAR,Simar,8.11,410,275,170,40,17,30,1.8,0,195,50,1,2,0.3,160,0.114
389,Porbandar,PORBANDAR,Tukda,8.26,800,536,180,44,20,110,40,0,305,78,44,20,0.46,250,0
390,Porbandar,PORBANDAR,Visavada,7.88,4946,3314,1600,320,192,511,64,0,281,1702,32,20,1.1,230,0
391,Porbandar,Porbander,Ratanpur,7.9,14240,9541,2050,220,360,2560,46,0,256,4503,5,928,0.5,210,0
392,Porbandar,Porbander,Amtroli,Leaked out,0,,,,,,,,,,,,,,
393,Rajkot,JASDAN,Bhadla,8.28,1932,1294,360,96,29,297,1.8,0,195,327,48,325,0.44,160,0.041
394,Rajkot,WANKANER,Bhalgam,8.01,4029,2699,1200,280,122,379,4.1,0,378,923,13,367,0.84,310,0.387
395,Rajkot,TANKARA,Chhatar,7.93,353,237,110,20,15,33,0.7,0,183,14,4,7,0.5,150,0.183
396,Rajkot,GONDAL,Chordi,7.92,3056,2048,1240,280,131,118,1.7,0,281,840,5,59,0.13,230,0.215
397,Rajkot,GONDAL,Dadia,8.14,948,635,300,108,7,73,2,0,317,71,49,55,0.37,260,0.04
398,Rajkot,DHORAJI,Dhoraji1,7.95,2167,1452,640,168,41,212,0.6,0,293,383,48,263,0.35,240,0.124
399,Rajkot,UPLETA,Ganod,8.63,2207,1479,180,16,34,453,0.6,60,854,199,10,60,3.8,800,0.099
400,Rajkot,RAJKOT,Gavridad,8.22,269,180,110,28,10,18,1.3,0,146,14,1,8,0.14,120,0.309
401,Rajkot,GONDAL,Gogavadar,7.89,1754,1175,490,64,80,181,26.3,0,622,220,47,19,0.45,510,0.225
402,Rajkot,TANKARA,Hadmatia,8.05,1245,834,320,72,34,143,5.1,0,439,135,80,12,0.4,360,1.834
403,Rajkot,RAJKOT,Halenda,8.18,1519,1018,520,72,83,120,3.5,0,500,213,43,29,0.65,410,0.261
404,Rajkot,GONDAL,Jamwali,8.28,321,215,120,24,15,26,2.9,0,146,28,5,12,0.2,120,0.082
405,Rajkot,JAMKANDORNA,Jasapur,7.58,1274,854,500,104,58,64,9.9,0,488,128,47,17,0.4,400,0.532
406,Rajkot,JASDAN,Jasdan2,7.93,2000,1340,700,184,58,145,2,0,329,355,48,191,0.35,270,0.313
407,Rajkot,JETPUR,Jetpur pithad.,7.68,7386,4949,3000,1020,109,367,3.2,0,85,2414,6,264,0,70,0.567
408,Rajkot,JASDAN,Kamlapur,7.72,5577,3737,1800,320,243,432,4.6,0,463,1278,48,474,0.47,380,0.439
409,Rajkot,Gondal,Kolithad1,7.76,4302,2882,1150,44,24,460,3.8,0,73,1136,25,429,0.3,60,0.333
410,Rajkot,TANKARA,Lajai,7.75,2292,1536,720,104,112,190,6.8,0,317,540,8,91,0.35,260,1.326
411,Rajkot,JASDAN,Lalavadar,8.14,742,497,280,60,32,70,2.2,0,342,50,24,57,0.65,280,1.11
412,Rajkot,LODHIKA,Lodhika1,8.28,2894,1939,780,136,83,302,0.9,0,500,611,34,120,0.5,410,6.285
413,Rajkot,MALIYA,Malia,8.02,1664,1115,390,96,36,184,29.3,0,427,298,15,1,0.25,350,0.264
414,Rajkot,MORVI,Modpar1,7.63,17600,11792,3850,540,608,3260,24.2,0,293,6284,28,1628,0.32,240,0.305
415,Rajkot,GONDAL,Mota dadwa,7.81,1787,1197,710,112,105,98,0.3,0,256,327,125,139,0.25,210,0.215
416,Rajkot,MALIYA,Mota dhansura,7.8,2359,1581,580,160,44,266,8.9,0,268,540,35,133,0.03,220,0.134
417,Rajkot,PADDHARI,Movaiya,7.7,4046,2711,1580,352,170,195,0.7,0,159,1008,105,334,0.25,130,0.228
418,Rajkot,TANKARA,Neknam,8.05,385,258,170,32,22,27,1.5,0,195,28,9,20,0.3,160,0
419,Rajkot,PADDHARI,Padadhari,8.06,3262,2186,720,160,78,455,14.5,0,720,653,31,153,0.48,590,0.274
420,Rajkot,RAJKOT,Ranpur1,7.88,2087,1398,740,184,68,112,9.7,0,415,398,44,36,0.7,340,0.347
421,Rajkot,RAJKOT,Sardhar2,7.97,845,566,250,64,22,75,0.4,0,317,78,36,11,0.44,260,0
422,Rajkot,PADDHARI,Targhari,8.22,1017,681,360,76,41,80,1.4,0,281,170,24,39,0.3,230,0.113
423,Rajkot,JETPUR,Umrali,7.91,1581,1059,600,152,54,75,3.8,0,244,241,47,173,0.3,200,0.117
424,Rajkot,UPLETA,Upleta1,8.15,642,430,250,40,36,54,3.9,0,232,78,18,48,0.33,190,0.269
425,Rajkot,JASDAN,Vinchhia,8.13,840,563,220,48,24,108,2.1,0,415,50,8,34,0.6,24,0.139
426,Rajkot,JASDAN,Viranagar,8.28,2602,1743,640,80,107,295,1.3,0,525,426,42,198,0.85,430,0.096
427,Rajkot,RAJKOT,Ribda,Leaked out,0.009,,,,,,,,,,,,,,
428,Sabarkantha,WANKANER,Wankaner-1,8.22,956,641,280,68,27,105,5.3,0,390,107,24,14,0.7,320,0.9
428,Sabarkantha,Dhansura,Alwa Kampa,7.91,1310,878,460,68,70,113,0.8,0,659,85,33,15,0.5,540,0
429,Sabarkantha,VIJAYNAGAR,Atarsumba1,7.71,990,663,480,116,46,46,2.2,0,403,113,60,38,0.2,330,0
430,Sabarkantha,BHILODA,Bhiloda2,7.92,1488,997,500,76,74,92,0.8,0,403,191,64,42,0.4,330,0
431,Sabarkantha,BAYAD,Boral,8.04,2901,1944,950,360,12,260,1.2,0,756,352,125,279,0.64,620,0
432,Sabarkantha,Talod,Boriya,7.7,2192,1469,580,136,58,225,0.8,0,451,418,100,20,0.5,370,3.145
433,Sabarkantha,IDAR,Chandap_DW,8.08,1373,920,490,108,53,100,4.1,0,403,177,95,44,0.8,330,0
434,Sabarkantha,VADALI,Choriwad,7.92,2351,1575,1100,280,96,67,2.8,0,451,461,230,29,0.6,370,0
435,Sabarkantha,DHANSURA,Dhansura,7.93,1200,804,460,100,50,77,1.1,0,451,92,150,4,0.6,370,0.037
436,Sabarkantha,MODASA,Gadada,7.88,1700,1139,640,120,82,122,2.9,0,451,234,175,55,0.93,370,0.342
437,Sabarkantha,HIMATNAGAR,Gadha1,8.03,3171,2125,750,140,96,360,2.1,0,537,603,140,110,1.15,440,0.043
438,Sabarkantha,TALOD,Harsol1,8.28,1424,954,370,60,53,176,2.1,0,659,99,50,27,1.1,540,0
439,Sabarkantha,IDAR,Idar,8.51,1700,1139,540,68,89,181,3.7,60,500,220,70,45,2.4,510,0.043
440,Sabarkantha,DHANSURA,Karanpur,7.91,828,555,320,84,26,65,0.6,0,378,71,50,7,0.75,310,0
441,Sabarkantha,TALOD,Kesarpura(Mayal),7.91,1431,959,580,160,43,60,2,0,317,198,170,28,0.6,260,0
442,Sabarkantha,Vadoli,Kesharpura,8.58,1586,1063,230,36,34,290,1.1,72,561,128,65,36,3,580,0.167
443,Sabarkantha,KHEDBRAHMA,Khedbramha_1,7.65,3700,2479,1600,402,132,150,2.1,0,354,922,160,180,0.68,290,0.102
444,Sabarkantha,MALPUR,Malpur_1,8.01,910,610,480,96,58,24,0.6,0,342,57,105,80,0.75,280,0.012
445,Sabarkantha,HIMATNAGAR,Mathasuliya,7.86,1210,811,500,128,43,74,22.6,0,439,120,145,11,0.3,360,0
446,Sabarkantha,KHEDBRAHMA,Matoda,7.74,2980,1997,1250,72,257,123,25,0,512,603,100,149,0.2,420,0.082
447,Sabarkantha,MODASA,Medasana,7.93,1175,787,430,84,53,87,0.7,0,427,128,62,33,0.8,350,0.005
448,Sabarkantha,MODASA,Megraj_1,7.99,700,469,280,88,14,46,3,0,366,43,5,13,0.36,300,0.215
449,Sabarkantha,MODASA,Modasa2,7.7,1248,836,500,128,43,82,3.1,0,329,156,120,85,0.24,270,0
450,Sabarkantha,KHEDBRAHMA,Poshina2,8.19,2304,1544,950,200,108,129,6.6,0,854,213,34,189,0.86,700,0.201
